heading,price,Year,Make,Model,Class,Length,Fuel_Type,Hull_Material,Offered_By,Engine_Make,Engine_Model,Engine_Year,Total_Power,Engine_Hours,Engine_Type,Fuel_Type.1,Propeller_Type,Dry_Weight,Folding_Propeller,Cruising_Speed,Length_on_Deck,Max_Speed,Length_Overall,Beam,Length_at_Waterline,Windlass,Liferaft_Capacity,Electrical_Circuit,Fresh_Water_Tank,Fuel_Tank,Holding_Tank,Single_Berths,Double_Berths,Cabins,Heads,state,Country/Region/State ,Make,Variant,Length (ft),Geographic Region,Country/Region/State ,Listing Price (USD),Year,new_year
2012 Beneteau Oceanis 50 Family,201049.0,8.0,Beneteau,Oceanis 50 Family,Cruiser,50.59,Diesel,Fiberglass,a prima vista GERMANY,Yanmar,None,,110.0,,Inboard,Diesel|Diesel,3.0,27.0,0,,,,50.0,15.0,,Electric Windlass,,220.0,258.89 gal (),105.67 gal (),42.27 gal (),1.0,4.0,5.0,4,,"-, Italy",Beneteau,Oceanis 50 Family,49,Europe,Croatia,167635,2012,8
2012 Beneteau Sense 50,465000.0,8.0,Beneteau,Sense 50,Racer/Cruiser,50.0,Diesel,Fiberglass,Great Hudson Sailing Center ,Yanmar,4JH4TCE,8.0,75.0,,Inboard,Diesel|Diesel,3.0,,0,,,,50.0,15.0,46.0,None,,,193 gal (),219 gal (),2 x 21 gal (),2.0,3.0,3.0,2,New London,Connecticut,Beneteau,Sense 50,49,Europe,France,423929,2012,8
2012 Beneteau Sense 50,465000.0,8.0,Beneteau,Sense 50,Racer/Cruiser,50.0,Diesel,Fiberglass,Great Hudson Sailing Center ,Yanmar,4JH4TCE,8.0,75.0,,Inboard,Diesel|Diesel,3.0,,0,,,,50.0,15.0,46.0,None,,,193 gal (),219 gal (),2 x 21 gal (),2.0,3.0,3.0,2,New London,Connecticut,Beneteau,Sense 50,49,Europe,France,326753,2012,8
2012 Beneteau Sense 50,465000.0,8.0,Beneteau,Sense 50,Racer/Cruiser,50.0,Diesel,Fiberglass,Great Hudson Sailing Center ,Yanmar,4JH4TCE,8.0,75.0,,Inboard,Diesel|Diesel,3.0,,0,,,,50.0,15.0,46.0,None,,,193 gal (),219 gal (),2 x 21 gal (),2.0,3.0,3.0,2,New London,Connecticut,Beneteau,Sense 50,49,Europe,France,326709,2012,8
2012 Beneteau Oceanis 50 Family,201049.0,8.0,Beneteau,Oceanis 50 Family,Cruiser,50.59,Diesel,Fiberglass,a prima vista GERMANY,Yanmar,None,,110.0,,Inboard,Diesel|Diesel,3.0,27.0,0,,,,50.0,15.0,,Electric Windlass,,220.0,258.89 gal (),105.67 gal (),42.27 gal (),1.0,4.0,5.0,4,,"-, Italy",Beneteau,Oceanis 50,49,Europe,Italy,206507,2012,8
2012 Beneteau Oceanis 50 Family,201049.0,8.0,Beneteau,Oceanis 50 Family,Cruiser,50.59,Diesel,Fiberglass,a prima vista GERMANY,Yanmar,None,,110.0,,Inboard,Diesel|Diesel,3.0,27.0,0,,,,50.0,15.0,,Electric Windlass,,220.0,258.89 gal (),105.67 gal (),42.27 gal (),1.0,4.0,5.0,4,,"-, Italy",Beneteau,Oceanis 50,49,Europe,Italy,206498,2012,8
2012 Beneteau Oceanis 54,215000.0,8.0,Beneteau,Oceanis 54,Cruiser,54.0,Diesel,Fiberglass,Moorings Yacht Brokerage USA,Yanmar ,4JH4,9.0,75.0,,Inboard,Diesel|Diesel,3.0,,0,,,,54.0,16.0,53.0,Electric Windlass,,110.0,3 x 84 gal (Plastic),2 x 113 gal (Plastic),4 x (Plastic),1.0,4.0,4.0,3,Tortola,British Virgin Islands,Beneteau,Oceanis 54,54,Caribbean,British Virgin Islands,215000,2012,8
2012 Beneteau Oceanis 54,215000.0,8.0,Beneteau,Oceanis 54,Cruiser,54.0,Diesel,Fiberglass,Moorings Yacht Brokerage USA,Yanmar ,4JH4,9.0,75.0,,Inboard,Diesel|Diesel,3.0,,0,,,,54.0,16.0,53.0,Electric Windlass,,110.0,3 x 84 gal (Plastic),2 x 113 gal (Plastic),4 x (Plastic),1.0,4.0,4.0,3,Tortola,British Virgin Islands,Beneteau,Oceanis 54,54,Europe,Greece,241725,2012,8
2012 Beneteau Oceanis 54,215000.0,8.0,Beneteau,Oceanis 54,Cruiser,54.0,Diesel,Fiberglass,Moorings Yacht Brokerage USA,Yanmar ,4JH4,9.0,75.0,,Inboard,Diesel|Diesel,3.0,,0,,,,54.0,16.0,53.0,Electric Windlass,,110.0,3 x 84 gal (Plastic),2 x 113 gal (Plastic),4 x (Plastic),1.0,4.0,4.0,3,Tortola,British Virgin Islands,Beneteau,Oceanis 54,54,Europe,Greece,224719,2012,8
2012 Beneteau Amazing Sense 55 2012,365148.0,8.0,Beneteau,Amazing Sense 55 2012,Cruiser,55.12,Diesel,Fiberglass,Nautic Avenue,Yanmar  ,4JH4TCE,8.0,75.0,1200.0,Inboard,Diesel|Diesel,,,0,,,,55.0,16.0,,Electric Windlass,,,1 x 256.25 gal (),1 x 219.26 gal (),,,3.0,3.0,3,Saint raphael,83,Beneteau,Sense 55,56,Europe,France,352262,2012,8
2008 Beneteau America 343,85375.0,12.0,Beneteau America,343,Racer/Cruiser,34.75,Diesel,Fiberglass,Anchor Yacht Sales,Yanmar,3YM30,12.0,29.0,1000.0,Inboard,Diesel|Diesel,3.0,11.0,0,,,,35.0,11.0,30.0,Electric Windlass,,12.0,1 x 67 gal (Plastic),1 x 20 gal (Plastic),1 x 21 gal (Plastic),,2.0,2.0,1,Titusville,Florida,Beneteau ,Oceanis 45,45,Caribbean,Saint Vincent and the Grenadines,165000,2012,8
2022 Catalina 385,,-2.0,Catalina,385,Racer/Cruiser,38.0,Diesel,Fiberglass,Cruising Yachts ,None,None,,40.0,,None,Diesel|Diesel,,15.0,0,,38.0,,39.0,13.0,,None,,,100 gal (),40 gal (),31 gal (),,2.0,,2,San Diego,California,Catalina,385,38,USA,California,199000,2012,8
2022 Catalina 445,,-2.0,Catalina,445,Cruiser,44.0,Diesel,Fiberglass,Cruising Yachts ,None,None,,54.0,,None,Diesel|Diesel,,23.0,0,,,,44.0,13.0,38.0,None,,,179 gal (),66 gal (),54 gal (),,,,2,San Diego,California,Catalina,445,44,Europe,Italy,218645,2012,8
1997 Dehler 41 CR,135300.0,23.0,Dehler,41 CR,Cruiser,40.85,Diesel,Fiberglass,Nautisch Kwartier Stavoren,Yanmar,3JH 2,23.0,47.0,,Inboard,Diesel|Diesel,,,0,6.0,,7.0,40.0,12.0,36.0,Electric Windlass,,,52.83 gal (),29.06 gal (),,4.0,,3.0,2,Stavoren,Netherlands,Dehler,41,40,Europe,France,193137,2012,8
1997 Dehler 41 CR,135300.0,23.0,Dehler,41 CR,Cruiser,40.85,Diesel,Fiberglass,Nautisch Kwartier Stavoren,Yanmar,3JH 2,23.0,47.0,,Inboard,Diesel|Diesel,,,0,6.0,,7.0,40.0,12.0,36.0,Electric Windlass,,,52.83 gal (),29.06 gal (),,4.0,,3.0,2,Stavoren,Netherlands,Dehler,41,40,Europe,United Kingdom,199823,2012,8
2023 Dufour 37,364999.0,-3.0,Dufour,37,Racer/Cruiser,35.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,None,-3.0,19.0,,Inboard,Diesel|Diesel,2.0,14.0,1,,,,35.0,12.0,,None,,,47 gal (),42 gal (),,,,,1,Racine,Wisconsin,Dufour,405 GL,40,Europe,Greece,103249,2012,8
2023 Dufour 37,364999.0,-3.0,Dufour,37,Racer/Cruiser,35.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,None,-3.0,19.0,,Inboard,Diesel|Diesel,2.0,14.0,1,,,,35.0,12.0,,None,,,47 gal (),42 gal (),,,,,1,Racine,Wisconsin,Dufour,405 GL,40,Europe,Malta,164026,2012,8
2023 Dufour 37,364999.0,-3.0,Dufour,37,Racer/Cruiser,35.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,None,-3.0,19.0,,Inboard,Diesel|Diesel,2.0,14.0,1,,,,35.0,12.0,,None,,,47 gal (),42 gal (),,,,,1,Racine,Wisconsin,Dufour,525 GL,50,Europe,Estonia,510172,2012,8
2023 Dufour 37,364999.0,-3.0,Dufour,37,Racer/Cruiser,35.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,None,-3.0,19.0,,Inboard,Diesel|Diesel,2.0,14.0,1,,,,35.0,12.0,,None,,,47 gal (),42 gal (),,,,,1,Racine,Wisconsin,Dufour,525 GL,50,Europe,Spain,394776,2012,8
2014 Elan Impression 444,221015.0,6.0,Elan,Impression 444,Racer/Cruiser,44.0,Diesel,Fiberglass,United City Yachts Inc,None,None,,,,None,Diesel,,,0,,,,45.0,13.0,,None,,,,,,,,,2,Penetanguishene,Ontario,Elan,IMPRESSION 394,39,Europe,Croatia,144549,2012,8
2011 Elan 444 Impression,141277.0,9.0,Elan,444 Impression,Cruiser,45.44,Diesel,Fiberglass,Bach Yachting International ,None,None,,,,None,Diesel,,,0,,,,45.0,13.0,,None,,,,,,,,,2,Zadar,Croatia,Elan,444 Impression,45,Europe,Croatia,115396,2012,8
1984 Grand Soleil 39,55000.0,36.0,Grand Soleil,39,Racer/Cruiser,39.0,Diesel,Fiberglass,Murray Yacht Sales ,Volvo,D2,9.0,40.0,300.0,Inboard,Diesel|Diesel,,,1,,,,39.0,12.0,,None,,,1 x 116.2 gal (),1 x 52.8 gal (),2 x 12 gal (),,,3.0,2,Clear Lake Shores,Texas,Grand Soleil,39,40,Europe,France,259945,2012,8
1984 Grand Soleil 39,55000.0,36.0,Grand Soleil,39,Racer/Cruiser,39.0,Diesel,Fiberglass,Murray Yacht Sales ,Volvo,D2,9.0,40.0,300.0,Inboard,Diesel|Diesel,,,1,,,,39.0,12.0,,None,,,1 x 116.2 gal (),1 x 52.8 gal (),2 x 12 gal (),,,3.0,2,Clear Lake Shores,Texas,Grand Soleil,39,40,Caribbean,Trinidad and Tobago,267331,2012,8
2012 Grand Soleil 50,364177.0,8.0,Grand Soleil,50,Cruiser,50.0,Diesel,Fiberglass,Berthon International,Volvo,None,,75.0,1347.0,Inboard,Diesel|Diesel,,,0,,,,48.0,14.0,43.0,None,,,,,,8.0,,3.0,2,St Peter Port,Guernsey,Grand Soleil,50,49,Europe,France,448223,2012,8
2012 Grand Soleil 50,364177.0,8.0,Grand Soleil,50,Cruiser,50.0,Diesel,Fiberglass,Berthon International,Volvo,None,,75.0,1347.0,Inboard,Diesel|Diesel,,,0,,,,48.0,14.0,43.0,None,,,,,,8.0,,3.0,2,St Peter Port,Guernsey,Grand Soleil,50,49,Europe,France,445794,2012,8
2012 Grand Soleil 50,364177.0,8.0,Grand Soleil,50,Cruiser,50.0,Diesel,Fiberglass,Berthon International,Volvo,None,,75.0,1347.0,Inboard,Diesel|Diesel,,,0,,,,48.0,14.0,43.0,None,,,,,,8.0,,3.0,2,St Peter Port,Guernsey,Grand Soleil,50,49,Europe,Jersey,393034,2012,8
2006 Hallberg-Rassy 48,592279.0,14.0,Hallberg-Rassy,48,Cruiser,49.18,Diesel,Fiberglass,Marine Lions Yachting ,Volvo Penta,D3,,110.0,,Inboard,Diesel|Diesel,3.0,40.0,1,9.0,,,49.0,14.0,,Electric Windlass,,24.0,1 x 240.4 gal (Stainless Steel),2 x 105.67 gal (Stainless Steel),2 x 7.93 gal (Stainless Steel),4.0,2.0,3.0,2,Canniggione,Italy,Hallberg-Rassy,48,49,Europe,Sweden,708144,2012,8
1972 Hallberg-Rassy Rasmus 35,45900.0,48.0,Hallberg-Rassy,Rasmus 35,Sloop,35.0,Diesel,Fiberglass,Crusader Yacht Sales,Yanmar,4JH2E,19.0,40.0,1646.0,Inboard,Diesel,3.0,,0,5.0,,7.0,34.0,10.0,27.0,None,,12.0,1 x 75 gal (Plastic),1 x 74 gal (),,2.0,2.0,2.0,1,Solomons,Maryland,Hallberg-Rassy,54,55,Europe,Greece,1080933,2012,8
2006 Hanse 400e,149500.0,14.0,Hanse,400e,Racer/Cruiser,40.0,Diesel,Fiberglass,Brewer Yacht Sales,Yanmar,3JH4E,14.0,40.0,,Inboard,Diesel|Diesel,3.0,18.0,0,,,,40.0,13.0,35.0,None,,,79 gal (),37 gal (),5 gal (),,,,1,North Kingstown,Rhode Island,Hanse,400,40,Europe,Greece,151837,2012,8
2013 Hanse 445,179314.0,7.0,Hanse,445,Cruiser,44.26,Diesel,Composite,Almissani d,Volvo,D2,,55.0,,Inboard,Diesel|Diesel,,24.0,0,,,,44.0,14.0,40.0,Electric Windlass,,,450 gal (),220 gal (),,4.0,,4.0,2,Pula,Croatia,Hanse,445,44,Europe,Croatia,145764,2012,8
2013 Hanse 445,179314.0,7.0,Hanse,445,Cruiser,44.26,Diesel,Composite,Almissani d,Volvo,D2,,55.0,,Inboard,Diesel|Diesel,,24.0,0,,,,44.0,14.0,40.0,Electric Windlass,,,450 gal (),220 gal (),,4.0,,4.0,2,Pula,Croatia,Hanse,445,44,Europe,France,212572,2012,8
2013 Hanse 445,179314.0,7.0,Hanse,445,Cruiser,44.26,Diesel,Composite,Almissani d,Volvo,D2,,55.0,,Inboard,Diesel|Diesel,,24.0,0,,,,44.0,14.0,40.0,Electric Windlass,,,450 gal (),220 gal (),,4.0,,4.0,2,Pula,Croatia,Hanse,445,44,Europe,Germany,241360,2012,8
2013 Hanse 445,179314.0,7.0,Hanse,445,Cruiser,44.26,Diesel,Composite,Almissani d,Volvo,D2,,55.0,,Inboard,Diesel|Diesel,,24.0,0,,,,44.0,14.0,40.0,Electric Windlass,,,450 gal (),220 gal (),,4.0,,4.0,2,Pula,Croatia,Hanse,445,44,Caribbean,Grenada,145000,2012,8
2013 Hanse 445,179314.0,7.0,Hanse,445,Cruiser,44.26,Diesel,Composite,Almissani d,Volvo,D2,,55.0,,Inboard,Diesel|Diesel,,24.0,0,,,,44.0,14.0,40.0,Electric Windlass,,,450 gal (),220 gal (),,4.0,,4.0,2,Pula,Croatia,Hanse,445,44,Caribbean,Sint Maarten (Dutch part),169000,2012,8
2013 Hanse 445,179314.0,7.0,Hanse,445,Cruiser,44.26,Diesel,Composite,Almissani d,Volvo,D2,,55.0,,Inboard,Diesel|Diesel,,24.0,0,,,,44.0,14.0,40.0,Electric Windlass,,,450 gal (),220 gal (),,4.0,,4.0,2,Pula,Croatia,Hanse,445,44,Europe,Spain,203845,2012,8
2013 Hanse 445,179314.0,7.0,Hanse,445,Cruiser,44.26,Diesel,Composite,Almissani d,Volvo,D2,,55.0,,Inboard,Diesel|Diesel,,24.0,0,,,,44.0,14.0,40.0,Electric Windlass,,,450 gal (),220 gal (),,4.0,,4.0,2,Pula,Croatia,Hanse,445,44,Europe,Turkey,157708,2012,8
2009 Hanse 470e,287541.0,11.0,Hanse,470e,Racer/Cruiser,47.0,Diesel,Fiberglass,Pat Sturgeon Yachts Ltd,Yanmar,4JH4,,75.0,,Inboard,Diesel,3.0,,1,,,,47.0,14.0,46.0,Electric Windlass,,,100 gal (),66 gal (),2 x 10 gal (),2.0,3.0,3.0,2,Toronto,Ontario,Hanse,470,47,Europe,Germany,216271,2012,8
2012 Hanse 545,347760.0,8.0,Hanse,545,Cruiser,52.76,Diesel,Fiberglass,Network Yacht Brokers ,Volvo,D2,8.0,110.0,,Inboard,Diesel|Diesel,3.0,41.0,1,,,,52.0,16.0,47.0,None,,,700 gal (),400 gal (),,3.0,2.0,2.0,2,Antibes,06,Hanse,545,53,Europe,Netherlands,361980,2012,8
"2022 Hanse 460 - FULL OPTIONAL, BARCA DISPONIBILE",564023.0,-2.0,"Hanse 460 - FULL OPTIONAL, BARCA DISPONIBILE",None,Cruiser,47.9,Diesel,Fiberglass,Marina,Yanmar,None,,,,Inboard,Diesel|Diesel,,,0,,,,47.0,15.0,,None,,,118.88 gal (),55.48 gal (),,,,,None,No Especificado,Italy,Hanse ,495,50,Europe,Croatia,205284,2012,8
2012 Hunter 45 DS,205000.0,8.0,Hunter,45 DS,Cruiser,45.0,Diesel,Fiberglass,Berger Yacht Sales,Yanmar,4JH5E,8.0,54.0,233.0,Inboard,Diesel|Diesel,3.0,,0,7.0,45.0,9.0,44.0,14.0,39.0,Electric Windlass,,110.0,140 gal (Plastic),1 x 66 gal (Plastic),1 x 50 gal (Plastic),1.0,3.0,2.0,2,Lighthouse Point,Florida,Hunter,45 DS,45,USA,Florida,189900,2012,8
2012 Jeanneau Sun Odyssey 409,218500.0,8.0,Jeanneau,Sun Odyssey 409,Sloop,40.0,Diesel,Fiberglass,VSF Yacht Services,Yanmar,3JH5e,8.0,40.0,2000.0,Inboard,Diesel|Diesel,3.0,,0,,,,40.0,13.0,,Electric Windlass,,110.0,2 x 145.29 gal (),1 x 52.83 gal (),2 x 21.13 gal (),,,2.0,1,Green Cove Springs,Florida,Jeanneau,Sun Odyssey 409,40,Europe,Greece,92912,2012,8
2012 Jeanneau Sun Odyssey 409,218500.0,8.0,Jeanneau,Sun Odyssey 409,Sloop,40.0,Diesel,Fiberglass,VSF Yacht Services,Yanmar,3JH5e,8.0,40.0,2000.0,Inboard,Diesel|Diesel,3.0,,0,,,,40.0,13.0,,Electric Windlass,,110.0,2 x 145.29 gal (),1 x 52.83 gal (),2 x 21.13 gal (),,,2.0,1,Green Cove Springs,Florida,Jeanneau,Sun Odyssey 409,40,USA,New Jersey,189000,2012,8
2012 Jeanneau Sun Odyssey 409,218500.0,8.0,Jeanneau,Sun Odyssey 409,Sloop,40.0,Diesel,Fiberglass,VSF Yacht Services,Yanmar,3JH5e,8.0,40.0,2000.0,Inboard,Diesel|Diesel,3.0,,0,,,,40.0,13.0,,Electric Windlass,,110.0,2 x 145.29 gal (),1 x 52.83 gal (),2 x 21.13 gal (),,,2.0,1,Green Cove Springs,Florida,Jeanneau,Sun Odyssey 409,40,Europe,United Kingdom,179937,2012,8
2012 Jeanneau Sun Odyssey 409,218500.0,8.0,Jeanneau,Sun Odyssey 409,Sloop,40.0,Diesel,Fiberglass,VSF Yacht Services,Yanmar,3JH5e,8.0,40.0,2000.0,Inboard,Diesel|Diesel,3.0,,0,,,,40.0,13.0,,Electric Windlass,,110.0,2 x 145.29 gal (),1 x 52.83 gal (),2 x 21.13 gal (),,,2.0,1,Green Cove Springs,Florida,Jeanneau,Sun Odyssey 409,40,Europe,United Kingdom,179900,2012,8
2012 Jeanneau Sun Odyssey 409,218500.0,8.0,Jeanneau,Sun Odyssey 409,Sloop,40.0,Diesel,Fiberglass,VSF Yacht Services,Yanmar,3JH5e,8.0,40.0,2000.0,Inboard,Diesel|Diesel,3.0,,0,,,,40.0,13.0,,Electric Windlass,,110.0,2 x 145.29 gal (),1 x 52.83 gal (),2 x 21.13 gal (),,,2.0,1,Green Cove Springs,Florida,Jeanneau,409,41,USA,California,219000,2012,8
2008 Jeanneau Sun Odyssey  39i,139000.0,12.0,Jeanneau,Sun Odyssey  39i,Cruiser,39.0,Diesel,Fiberglass,Marine Servicenter ,Yanmar,3JH4E,12.0,40.0,,Inboard,Diesel|Diesel,3.0,,1,7.0,,8.0,38.0,12.0,35.0,None,,,94 gal (),34 gal (),22 gal (),1.0,3.0,2.0,1,Seattle,Washington,Jeanneau,Sun Odyssey 42 DS,42,Europe,Greece,151876,2012,8
2008 Jeanneau Sun Odyssey  39i,139000.0,12.0,Jeanneau,Sun Odyssey  39i,Cruiser,39.0,Diesel,Fiberglass,Marine Servicenter ,Yanmar,3JH4E,12.0,40.0,,Inboard,Diesel|Diesel,3.0,,1,7.0,,8.0,38.0,12.0,35.0,None,,,94 gal (),34 gal (),22 gal (),1.0,3.0,2.0,1,Seattle,Washington,Jeanneau,Sun Odyssey 42 DS,42,USA,Maryland,195000,2012,8
2012 Jeanneau Sun Odyssey 439,147500.0,8.0,Jeanneau,Sun Odyssey 439,Cruiser,42.58,Diesel,Fiberglass,Moorings Yacht Brokerage USA,Yanmar ,4JH5E,8.0,54.0,,Inboard,Diesel,3.0,,0,,,,43.0,13.0,42.0,Electric Windlass,,110.0,87 gal (Plastic),1 x 53 gal (Aluminum),1 x (Plastic),,3.0,4.0,2,Clearwater,Florida,Jeanneau,Sun Odyssey 439,43,USA,California,197777,2012,8
2012 Jeanneau Sun Odyssey 439,147500.0,8.0,Jeanneau,Sun Odyssey 439,Cruiser,42.58,Diesel,Fiberglass,Moorings Yacht Brokerage USA,Yanmar ,4JH5E,8.0,54.0,,Inboard,Diesel,3.0,,0,,,,43.0,13.0,42.0,Electric Windlass,,110.0,87 gal (Plastic),1 x 53 gal (Aluminum),1 x (Plastic),,3.0,4.0,2,Clearwater,Florida,Jeanneau,Sun Odyssey 439,43,Europe,Croatia,139671,2012,8
2012 Jeanneau Sun Odyssey 439,147500.0,8.0,Jeanneau,Sun Odyssey 439,Cruiser,42.58,Diesel,Fiberglass,Moorings Yacht Brokerage USA,Yanmar ,4JH5E,8.0,54.0,,Inboard,Diesel,3.0,,0,,,,43.0,13.0,42.0,Electric Windlass,,110.0,87 gal (Plastic),1 x 53 gal (Aluminum),1 x (Plastic),,3.0,4.0,2,Clearwater,Florida,Jeanneau,Sun Odyssey 439,43,Europe,Croatia,133009,2012,8
2012 Jeanneau Sun Odyssey 439,147500.0,8.0,Jeanneau,Sun Odyssey 439,Cruiser,42.58,Diesel,Fiberglass,Moorings Yacht Brokerage USA,Yanmar ,4JH5E,8.0,54.0,,Inboard,Diesel,3.0,,0,,,,43.0,13.0,42.0,Electric Windlass,,110.0,87 gal (Plastic),1 x 53 gal (Aluminum),1 x (Plastic),,3.0,4.0,2,Clearwater,Florida,Jeanneau,Sun Odyssey 439,43,Europe,Germany,168820,2012,8
2012 Jeanneau Sun Odyssey 439,161926.0,8.0,Jeanneau,Sun Odyssey 439,Cruiser,44.0,Diesel,Fiberglass,Yacht,None,None,,54.0,,None,Diesel,,,0,,,,44.0,14.0,,None,,,1 x 87.18 gal (),1 x 52.83 gal (),,2.0,4.0,4.0,2,Lavrio,Greece,Jeanneau,Sun Odyssey 439,43,Europe,Greece,176131,2012,8
2012 Jeanneau Sun Odyssey 439,161926.0,8.0,Jeanneau,Sun Odyssey 439,Cruiser,44.0,Diesel,Fiberglass,Yacht,None,None,,54.0,,None,Diesel,,,0,,,,44.0,14.0,,None,,,1 x 87.18 gal (),1 x 52.83 gal (),,2.0,4.0,4.0,2,Lavrio,Greece,Jeanneau,Sun Odyssey 439,43,Europe,Greece,170034,2012,8
2012 Jeanneau Sun Odyssey 439,161926.0,8.0,Jeanneau,Sun Odyssey 439,Cruiser,44.0,Diesel,Fiberglass,Yacht,None,None,,54.0,,None,Diesel,,,0,,,,44.0,14.0,,None,,,1 x 87.18 gal (),1 x 52.83 gal (),,2.0,4.0,4.0,2,Lavrio,Greece,Jeanneau,Sun Odyssey 439,43,Europe,Greece,121453,2012,8
2012 Jeanneau Sun Odyssey 439,147500.0,8.0,Jeanneau,Sun Odyssey 439,Cruiser,42.58,Diesel,Fiberglass,Moorings Yacht Brokerage USA,Yanmar ,4JH5E,8.0,54.0,,Inboard,Diesel,3.0,,0,,,,43.0,13.0,42.0,Electric Windlass,,110.0,87 gal (Plastic),1 x 53 gal (Aluminum),1 x (Plastic),,3.0,4.0,2,Clearwater,Florida,Jeanneau,Sun Odyssey 439,43,Europe,Italy,145764,2012,8
2012 Jeanneau Sun Odyssey 439,147500.0,8.0,Jeanneau,Sun Odyssey 439,Cruiser,42.58,Diesel,Fiberglass,Moorings Yacht Brokerage USA,Yanmar ,4JH5E,8.0,54.0,,Inboard,Diesel,3.0,,0,,,,43.0,13.0,42.0,Electric Windlass,,110.0,87 gal (Plastic),1 x 53 gal (Aluminum),1 x (Plastic),,3.0,4.0,2,Clearwater,Florida,Jeanneau,Sun Odyssey 439,43,USA,Rhode Island,129500,2012,8
2012 Jeanneau Sun Odyssey 439,190181.0,8.0,Jeanneau,Sun Odyssey 439,Pilothouse,43.77,Diesel,Fiberglass,Four Seasons Yachting GmbH,None,None,,54.0,,Inboard,Diesel|Diesel,,21.0,0,,42.0,,43.0,13.0,,Electric Windlass,,12.0,87.18 gal (),52.83 gal (),,2.0,3.0,4.0,2,Tenerife,Spain,Jeanneau,Sun Odyssey 439,43,Europe,Spain,236866,2012,8
2014 Jeanneau Sun Odyssey 44 DS,285000.0,6.0,Jeanneau,Sun Odyssey 44 DS,Cruiser,44.0,Diesel,Fiberglass,Crusader Yacht Sales,Yanmar ,4JH,,54.0,1250.0,Inboard,Diesel|Diesel,3.0,,1,,42.0,,43.0,13.0,,Electric Windlass,,12.0,2 x 43 gal (),56 gal (),2 x 21 gal (),4.0,2.0,3.0,2,Annapolis,Maryland,Jeanneau,Sun Odyssey 44 DS,44,USA,Louisiana,235000,2012,8
2014 Jeanneau Sun Odyssey 44 DS,285000.0,6.0,Jeanneau,Sun Odyssey 44 DS,Cruiser,44.0,Diesel,Fiberglass,Crusader Yacht Sales,Yanmar ,4JH,,54.0,1250.0,Inboard,Diesel|Diesel,3.0,,1,,42.0,,43.0,13.0,,Electric Windlass,,12.0,2 x 43 gal (),56 gal (),2 x 21 gal (),4.0,2.0,3.0,2,Annapolis,Maryland,Jeanneau,Sun Odyssey 44 DS,44,USA,Ohio,249000,2012,8
2014 Jeanneau Sun Odyssey 44 DS,285000.0,6.0,Jeanneau,Sun Odyssey 44 DS,Cruiser,44.0,Diesel,Fiberglass,Crusader Yacht Sales,Yanmar ,4JH,,54.0,1250.0,Inboard,Diesel|Diesel,3.0,,1,,42.0,,43.0,13.0,,Electric Windlass,,12.0,2 x 43 gal (),56 gal (),2 x 21 gal (),4.0,2.0,3.0,2,Annapolis,Maryland,Jeanneau,Sun Odyssey 44 DS,44,Europe,United Kingdom,251808,2012,8
2009 Jeanneau Sun Odyssey 45 DS,184747.0,11.0,Jeanneau,Sun Odyssey 45 DS,Racer/Cruiser,45.11,Diesel,Fiberglass,Siroco Nautica SA,Yanmar ,4JH4TE,11.0,75.0,,Inboard,Diesel|Diesel,,22.0,0,,,,45.0,14.0,,Electric Windlass,8.0,220.0,162.47 gal (),63.4 gal (),22.45 gal (),1.0,4.0,3.0,2,Lisbon,Portugal,Jeanneau,Sun Odyssey 45 DS,45,USA,Florida,199000,2012,8
2013 Jeanneau Sun Odyssey 469,329500.0,7.0,Jeanneau,Sun Odyssey 469,Cruiser,46.0,Diesel,Fiberglass,Marine Servicenter ,Yanmar,4JH5,7.0,75.0,1060.0,Inboard,Diesel|Diesel,3.0,,0,,44.0,,46.0,14.0,41.0,None,,,162 gal (),63 gal (),2 x 20 gal (),1.0,3.0,3.0,2,Anacortes,Washington,Jeanneau,Sun Odyssey 469,46,Europe,Spain,241725,2012,8
2008 Jeanneau Sun Odyssey 50 DS,233651.0,12.0,Jeanneau,Sun Odyssey 50 DS,Racer/Cruiser,48.39,Diesel,Fiberglass,Azul Yachts Palma SL,Yanmar,None,12.0,110.0,480.0,Inboard,Diesel|Diesel,,,0,,,,48.0,14.0,,Electric Windlass,,220.0,162.47 gal (),63.4 gal (),,,3.0,3.0,2,Palma,Spain,Jeanneau,Sun Odyssey 50 DS,49,Europe,Turkey,273307,2012,8
2012 Jeanneau Sun Odyssey 509,389000.0,8.0,Jeanneau,Sun Odyssey 509,Racer/Cruiser,50.0,Diesel,Fiberglass,Galati Yacht Sales Texas,Yanmar,4JH4,9.0,75.0,,Inboard,Diesel|Diesel,,,0,,,,50.0,15.0,46.0,None,,,80 gal (),63 gal (),20 gal (),,,3.0,2,Kemah,Texas,Jeanneau,Sun Odyssey 509,50,Europe,Italy,242939,2012,8
